""	"SRR1777612_1"	"SRR1777613_1"	"SRR1777614_1"	"SRR1777615_1"	"SRR1777616_1"	"SRR1777617_1"
"Hibch"	1329	1292	925	1488	1065	1408
"Hic1"	959	849	604	630	925	743
"Hic2"	421	447	210	307	284	270
"Hid1"	5909	7389	4715	7996	4958	6952
"Hif1a"	10698	13384	8410	9919	6822	10741
"Hif1an"	3461	3741	2519	4087	3250	4151
"Hif3a"	227	279	230	253	380	287
"Higd1a"	3520	3578	2581	3610	3051	4613
"Higd1b"	38	12	21	5	20	28
"Higd1c"	0	0	0	1	0	0
"Higd2a"	4615	5014	3145	4800	3502	5271
"Hilpda"	350	268	289	242	275	386
"Hils1"	1	0	1	0	1	1
"Hinfp"	260	337	202	320	304	356
"Hint1"	12610	15957	10178	15323	11704	17801
"Hint2"	1264	1316	851	1407	1055	1451
"Hint3"	630	730	460	706	543	795
"Hip1"	1393	1035	860	811	987	966
"Hip1r"	2406	2731	1969	2801	2107	2845
"Hipk1"	8133	9731	6277	9595	6901	9358
"Hipk2"	386	458	291	389	245	366
"Hipk3"	5762	4720	3749	4565	4248	5230
"Hipk4"	26	16	30	17	9	29
"Hira"	1955	2494	1593	2162	1641	2320
"Hirip3"	695	771	561	975	759	905
"Hist1h1a"	1	8	3	5	1	3
"Hist1h1b"	10	6	9	14	1	10
"Hist1h1c"	5537	7024	4825	8447	4899	7755
"Hist1h1d"	66	77	47	95	44	107
"Hist1h1e"	52	45	30	90	34	65
"Hist1h1t"	0	1	0	1	0	2
"Hist1h2aa"	0	0	0	0	1	0
"Hist1h2ab"	0	3	0	1	0	1
"Hist1h2ac"	15	19	18	25	10	20
"Hist1h2ad"	4	25	1	10	1	10
"Hist1h2ae"	0	9	11	11	13	17
"Hist1h2af"	1	3	2	14	1	4
"Hist1h2ag"	0	1	0	4	1	8
"Hist1h2ah"	0	2	1	1	1	1
"Hist1h2ai"	2	2	22	13	10	3
"Hist1h2ak"	55	0	3	4	2	2
"Hist1h2an"	1	1	0	4	0	2
"Hist1h2ao"	96	0	66	0	0	0
"Hist1h2ap"	0	0	0	0	0	0
"Hist1h2ba"	0	0	0	0	0	0
"Hist1h2bb"	1	4	0	1	0	3
"Hist1h2bc"	2889	3427	2182	4256	3209	4932
"Hist1h2be"	48	55	27	89	31	62
"Hist1h2bf"	6	1	0	6	1	6
"Hist1h2bg"	7	17	8	21	12	68
"Hist1h2bh"	9	9	3	22	14	14
"Hist1h2bj"	0	4	1	6	4	6
"Hist1h2bk"	1	3	0	0	1	0
"Hist1h2bl"	0	1	0	1	0	0
"Hist1h2bm"	1	0	1	1	3	3
"Hist1h2bn"	0	0	2	0	1	0
"Hist1h2bp"	0	0	0	1	0	1
"Hist1h2bq"	0	0	0	0	0	0
"Hist1h2br"	0	0	0	0	0	0
"Hist1h3a"	5	5	0	4	2	0
"Hist1h3b"	0	0	0	0	0	0
"Hist1h3c"	4	0	1	1	3	3
"Hist1h3d"	8	7	4	17	21	18
"Hist1h3e"	1	5	4	1	1	3
"Hist1h3f"	0	1	0	4	0	1
"Hist1h3g"	3	1	0	8	0	5
"Hist1h3h"	0	0	0	0	0	1
"Hist1h3i"	1	3	0	1	1	0
"Hist1h4a"	1	4	0	1	0	1
"Hist1h4b"	4	0	0	0	1	2
"Hist1h4c"	8	11	1	16	10	14
"Hist1h4d"	1	2	0	13	0	15
"Hist1h4f"	1	0	1	3	0	3
"Hist1h4h"	116	73	64	109	81	129
"Hist1h4i"	61	87	36	104	76	114
"Hist1h4j"	1	5	4	9	13	6
"Hist1h4k"	4	12	6	22	15	14
"Hist1h4m"	2	1	0	6	1	6
"Hist1h4n"	0	0	0	0	0	0
"Hist2h2aa1"	0	0	0	0	0	0
"Hist2h2aa2"	2	1	2	3	3	3
"Hist2h2ab"	0	62	0	0	0	0
"Hist2h2ac"	7	3	0	2	2	2
"Hist2h2bb"	0	1	0	5	1	1
"Hist2h2be"	639	531	407	762	489	589
"Hist2h3b"	0	0	0	0	1	0
"Hist2h3c1"	0	0	0	0	0	0
"Hist2h3c2"	0	0	0	0	0	0
"Hist2h4"	1	0	0	0	0	1
"Hist3h2a"	604	598	448	702	549	736
"Hist3h2ba"	10	18	18	35	18	25
"Hist3h2bb-ps"	4	5	2	0	1	0
"Hist4h4"	0	0	1	0	1	0
"Hivep1"	3994	4396	3104	4573	3156	4235
"Hivep2"	1991	2089	1481	1944	1427	2036
"Hivep3"	172	148	107	176	132	127
"Hjurp"	307	354	237	480	381	465
"Hk1"	10327	11810	8335	11926	8488	12688
"Hk1os"	23	27	33	20	20	40
"Hk2"	5701	6876	3943	7259	5223	6861
"Hk3"	120	132	77	100	90	52
"Hkdc1"	42	61	39	41	43	203
"Hlcs"	760	822	501	748	667	730
"Hlf"	795	376	448	291	605	503
"Hltf"	1029	1159	589	1404	1126	1361
"Hlx"	1008	704	559	539	715	610
"Hmbox1"	379	497	340	559	357	462
"Hmbs"	1001	1119	720	1139	847	1362
"Hmces"	527	637	412	696	482	709
"Hmcn1"	1198	1332	950	1754	1535	1666
"Hmg20a"	1373	1274	961	1376	1178	1344
"Hmg20b"	3061	3621	2503	3240	2421	3492
"Hmga1"	219	229	176	237	158	268
"Hmga1-rs1"	0	0	0	0	0	0
"Hmga2"	226	316	216	372	204	326
"Hmga2-ps1"	47	38	35	26	15	23
"Hmgb1"	14893	15383	11193	15790	13182	17213
"Hmgb1-rs17"	23	16	12	20	24	38
"Hmgb2"	6815	7662	5773	11076	7643	11123
"Hmgb3"	1684	2073	1456	2249	1783	2511
"Hmgb4"	0	0	0	0	0	0
"Hmgb4os"	0	0	0	0	0	0
"Hmgcl"	2547	3044	1860	2937	1938	2846
"Hmgcll1"	192	153	152	161	135	160
"Hmgcr"	6736	8032	5666	6646	5485	7555
"Hmgcs1"	14996	17921	12764	15973	12415	17342
"Hmgcs2"	2308	1266	1403	1181	1364	1659
"Hmgn1"	6031	5478	4413	5211	4364	6163
"Hmgn2"	5956	6086	4512	7573	5830	8082
"Hmgn3"	631	410	401	337	502	444
"Hmgn5"	2676	3015	2430	3555	2722	3545
"Hmgxb3"	1609	1903	1142	1886	1313	1953
"Hmgxb4"	758	909	607	969	757	973
"Hmha1"	607	522	362	561	460	356
"Hmmr"	612	758	527	1401	794	1135
"Hmox1"	706	652	451	283	309	371
"Hmox2"	1397	1360	912	1359	1031	1454
"Hmx1"	0	0	0	0	0	0
"Hmx2"	16	9	2	11	4	2
"Hmx3"	23	12	21	7	14	13
"Hn1"	8391	10060	6954	10588	7095	10285
"Hn1l"	3459	4681	2849	4235	3220	4496
"Hnf1a"	783	1035	680	1334	928	1292
"Hnf1b"	1446	1870	1141	2099	1559	2142
"Hnf4a"	26091	35579	20532	36078	21988	34334
"Hnf4aos"	0	1	0	0	0	0
"Hnf4g"	1515	2185	1184	2029	1668	1964
"Hnmt"	295	147	173	140	185	155
"Hnrnpa0"	7879	8260	6462	8292	6987	9066
"Hnrnpa1"	365	418	320	436	458	588
"Hnrnpa2b1"	22167	24667	17874	25862	20091	26281
"Hnrnpa3"	6232	6657	4751	6561	5688	7153
"Hnrnpab"	14052	15393	10680	14727	11646	16585
"Hnrnpc"	7458	8251	5642	8608	6231	8443
"Hnrnpd"	5932	6955	5137	6240	5335	6967
"Hnrnpdl"	4883	5867	3583	4775	4414	5640
"Hnrnpf"	18233	21975	14112	20983	15374	22594
"Hnrnph1"	6146	6371	4529	6451	6126	7330
"Hnrnph2"	3393	3556	2823	3646	2866	3741
"Hnrnph3"	268	222	216	281	225	302
"Hnrnpk"	18992	20356	14806	20225	16724	21720
"Hnrnpl"	9579	10281	7299	9741	7467	10483
"Hnrnpll"	2895	3404	2140	3156	2601	3287
"Hnrnpm"	9202	9864	7373	10353	8360	10761
"Hnrnpr"	3229	3525	2515	3415	2733	3405
"Hnrnpu"	14177	15637	10705	15352	12694	16548
"Hnrnpul1"	6963	7819	5349	8531	6189	7916
"Hnrnpul2"	14181	16045	11167	16848	13553	17355
"Hoga1"	431	525	302	464	395	556
"Homer1"	476	424	314	329	370	465
"Homer2"	365	397	297	456	263	432
"Homer3"	354	312	235	230	305	255
"Homez"	502	457	412	449	355	438
"Hook1"	5508	7612	4544	6906	4878	6445
"Hook2"	2838	3810	2282	3888	3024	4437
"Hook3"	1824	1648	1238	1559	1491	1673
"Hopx"	2107	2226	1879	2031	1749	2320
"Hormad1"	0	0	0	14	1	1
"Hormad2"	0	1	0	5	5	3
"Hotair"	24	3	3	1	10	1
"Hotairm1"	88	72	61	58	42	67
"Hottip"	937	1346	741	1362	817	1713
"Hoxa1"	11	23	14	15	9	16
"Hoxa10"	2127	2469	1751	2443	1908	2565
"Hoxa11"	541	499	400	480	506	523
"Hoxa11os"	2268	2550	1731	2793	2634	3655
"Hoxa13"	867	1091	710	1222	826	1182
"Hoxa2"	57	77	43	76	41	84
"Hoxa3"	375	455	249	481	372	435
"Hoxa4"	66	31	30	30	23	38
"Hoxa5"	625	611	448	638	684	749
"Hoxa6"	67	80	44	81	114	74
"Hoxa7"	473	681	383	617	504	700
"Hoxa9"	1566	1802	1269	1779	1488	2010
"Hoxaas2"	11	12	4	8	8	19
"Hoxaas3"	90	111	68	129	98	143
"Hoxb1"	1	3	1	2	4	2
"Hoxb13"	16122	22648	13059	21207	13784	21321
"Hoxb2"	331	216	240	156	253	282
"Hoxb3"	505	368	399	274	397	448
"Hoxb4"	134	123	114	78	126	134
"Hoxb5"	240	184	157	111	109	136
"Hoxb5os"	307	243	217	281	222	381
"Hoxb6"	84	115	79	54	50	85
"Hoxb7"	90	112	63	51	38	66
"Hoxb8"	60	32	35	31	39	38
"Hoxb9"	999	1399	873	1300	963	1351
"Hoxc10"	407	131	106	5	113	83
"Hoxc11"	37	7	12	0	8	5
"Hoxc12"	1	0	1	0	0	1
"Hoxc13"	27	5	21	0	3	3
"Hoxc4"	34	22	21	12	17	22
"Hoxc5"	12	10	1	1	4	10
"Hoxc6"	76	20	24	0	18	26
"Hoxc8"	45	28	41	2	23	42
"Hoxc9"	105	19	37	6	32	49
"Hoxd1"	0	0	0	0	0	0
"Hoxd10"	658	693	507	762	764	794
"Hoxd11"	1457	1700	1194	1598	1365	1767
"Hoxd12"	807	940	629	817	620	936
"Hoxd13"	6986	8190	5328	7568	6956	9138
"Hoxd3"	29	20	20	19	15	26
"Hoxd3os1"	1	0	1	3	4	1
"Hoxd4"	50	50	73	40	71	57
"Hoxd8"	257	150	160	134	150	159
"Hoxd9"	228	153	166	150	139	164
"Hp"	327	330	131	81	96	255
"Hp1bp3"	7457	7012	5260	7067	6127	7537
"Hpca"	70	56	36	60	40	88
"Hpcal1"	3002	3496	2332	3739	2595	3748
"Hpcal4"	197	180	151	131	220	184
"Hpd"	574	683	421	992	656	887
"Hpdl"	307	373	177	224	155	275
"Hpgd"	6701	7779	5073	8675	7108	9072
"Hpgds"	563	816	550	855	941	971
"Hpn"	251	273	187	496	274	352
"Hprt"	4600	5354	3591	4845	3822	5620
"Hps1"	756	820	599	881	677	976
"Hps3"	580	599	404	528	580	637
"Hps4"	762	810	616	953	696	893
"Hps5"	1901	2274	1451	2304	1790	2849
"Hps6"	399	403	344	362	250	353
"Hpse"	1837	1989	1348	1972	1518	1676
"Hpse2"	54	26	31	18	33	42
"Hpx"	5	4	1	1	0	0
"Hr"	3087	2173	2199	2032	2059	2588
"Hras"	2396	2419	1725	2273	1730	2740
"Hrasls"	331	120	155	81	150	117
"Hrasls5"	1	2	1	4	1	2
"Hrc"	2478	792	676	82	615	538
"Hrct1"	87	86	45	70	71	66
"Hrg"	7	2	5	26	23	23
"Hrh1"	589	707	439	739	503	638
"Hrh2"	14	15	3	3	12	2
"Hrh3"	5	6	1	5	0	4
"Hrh4"	0	0	0	0	0	0
"Hrk"	1	0	0	0	0	4
"Hrnr"	710	280	516	52	223	995
"Hrsp12"	620	636	427	867	586	734
"Hs1bp3"	861	1016	707	1110	789	1058
"Hs2st1"	1903	2077	1466	1662	1320	1634
"Hs3st1"	498	617	456	562	429	562
"Hs3st2"	65	47	35	16	38	36
"Hs3st3a1"	41	30	37	28	31	25
"Hs3st3b1"	204	131	107	152	156	163
"Hs3st4"	3	2	2	3	3	8
"Hs3st5"	108	107	96	99	107	137
"Hs3st6"	15	3	2	0	5	10
"Hs6st1"	5087	6171	3932	6031	4039	6343
"Hs6st2"	45	15	10	8	15	11
"Hs6st3"	7	4	2	2	1	1
"Hsbp1"	4726	4697	3265	4530	3663	5190
"Hsbp1l1"	143	144	148	191	177	229
"Hscb"	474	508	402	570	496	578
"Hsd11b1"	506	376	330	365	284	277
"Hsd11b2"	9485	12505	7427	15546	9196	12237
"Hsd17b1"	5	4	3	3	4	5
"Hsd17b10"	2862	2980	2126	2838	2274	3181
"Hsd17b11"	4540	5037	3256	5926	4391	5456
"Hsd17b12"	6005	5865	4513	5211	4397	5972
"Hsd17b13"	23	25	23	38	25	38
"Hsd17b14"	21	7	6	4	8	17
"Hsd17b2"	3313	4639	2710	5269	3584	5433
"Hsd17b3"	0	0	0	0	0	0
"Hsd17b4"	3881	3668	3018	3671	3068	3719
"Hsd17b6"	0	1	4	1	0	0
"Hsd17b7"	2259	1670	1794	1233	1610	2100
"Hsd3b1"	1	5	1	0	2	0
"Hsd3b2"	46	85	29	80	48	97
"Hsd3b3"	802	1000	470	1098	561	1098
"Hsd3b4"	0	0	0	1	0	0
"Hsd3b5"	0	0	0	0	0	0
"Hsd3b6"	81	13	27	3	17	23
"Hsd3b7"	1150	1215	824	1068	1004	1108
"Hsdl1"	1513	1595	1102	1343	1184	1629
"Hsdl2"	1533	1328	976	1392	994	1315
"Hsf1"	1029	1016	820	1090	885	1129
"Hsf2"	662	501	434	458	455	558
"Hsf2bp"	49	81	37	89	98	127
"Hsf3"	4	1	1	5	1	5
"Hsf4"	62	26	36	29	39	52
"Hsf5"	7	13	7	7	6	11
"Hsfy2"	0	0	0	0	0	0
"Hsh2d"	67	90	44	75	41	62
"Hsp90aa1"	11421	12188	8860	12283	9073	13334
"Hsp90ab1"	57181	58876	42567	63617	47735	64346
"Hsp90b1"	18845	20591	13981	21751	15768	20619
"Hspa12a"	1252	1464	938	1185	972	1516
"Hspa12b"	575	388	336	380	379	326
"Hspa13"	1566	1725	1174	1621	1202	1172
"Hspa14"	1895	2200	1435	2059	1485	2335
"Hspa1a"	848	526	625	448	571	601
"Hspa1b"	1465	976	1126	929	982	1216
"Hspa1l"	126	90	79	82	119	96
"Hspa2"	1125	742	827	721	878	919
"Hspa4"	8557	9431	6413	8755	6418	8883
"Hspa4l"	1743	1903	1271	1929	1231	1983
"Hspa5"	18428	21151	14744	19060	14030	19505
"Hspa8"	66764	73621	49421	73602	55737	77747
"Hspa9"	15684	16883	11621	16140	12538	17778
"Hspb1"	4840	2942	3078	2943	3028	4306
"Hspb11"	448	477	316	590	354	544
"Hspb2"	648	264	244	156	307	342
"Hspb3"	85	23	34	0	23	25
"Hspb6"	3968	2139	2127	1406	2077	2382
"Hspb7"	3551	2269	2177	1568	1935	2358
"Hspb8"	5650	3166	3285	2370	3137	3641
"Hspb9"	1	6	1	6	2	9
"Hspbap1"	252	387	194	297	268	293
"Hspbp1"	1225	1364	1016	1205	1029	1544
"Hspd1"	8906	10411	7333	10415	7476	11075
"Hspe1"	2770	2821	2054	2792	2169	3240
"Hspg2"	12543	9941	8668	9256	10320	10476
"Hsph1"	1686	1402	1090	1386	1223	1639
"Htatip2"	1441	1746	1182	1656	1276	1996
"Htatsf1"	2633	2262	1728	2361	2136	2780
"Htr1a"	0	0	0	0	0	0
"Htr1b"	3	0	2	5	3	4
"Htr1d"	2	6	2	5	6	9
"Htr1f"	5	1	0	3	7	0
"Htr2a"	18	5	1	1	5	8
"Htr2b"	79	61	71	43	66	64
"Htr2c"	0	1	0	1	1	1
"Htr3a"	469	320	276	222	318	370
"Htr3b"	46	35	33	22	32	31
"Htr4"	446	563	345	748	565	690
"Htr5a"	0	0	1	0	0	0
"Htr5b"	1	0	0	0	0	0
"Htr6"	1	0	2	1	0	2
"Htr7"	21	24	32	17	15	26
"Htra1"	5515	4503	4105	4580	4130	4003
"Htra2"	753	814	547	838	606	781
"Htra3"	3016	2201	2005	1799	2047	1821
"Htra4"	26	17	9	28	12	22
"Htt"	2372	2779	1793	2895	2083	2883
"Hunk"	859	1042	790	1242	731	1159
"Hus1"	455	496	443	521	385	513
"Hus1b"	1	1	1	0	0	0
"Huwe1"	9633	11199	7230	12184	8827	12404
"Hvcn1"	156	134	68	186	79	61
"Hyal1"	298	218	212	222	159	223
"Hyal2"	1631	1752	1147	1444	1082	1672
"Hyal3"	41	39	25	33	30	21
"Hyal4"	1	1	0	0	1	0
"Hyal5"	0	1	0	0	0	0
"Hyal6"	0	0	0	0	0	0
"Hydin"	4	16	8	17	6	7
"Hyi"	815	796	557	742	728	951
"Hykk"	419	466	314	531	396	527
"Hyls1"	253	229	179	331	227	326
"Hymai"	0	0	0	1	0	0
"Hyou1"	3673	4400	2791	4080	2831	3949
"Hypk"	2933	3051	2195	3160	2629	3743
"Hypm"	0	0	0	0	0	0
"I730028E13Rik"	1	0	0	1	0	0
"I730030J21Rik"	1	5	6	3	6	8
"I830077J02Rik"	29	19	25	34	18	19
"Iah1"	1141	1342	962	1361	934	1505
"Iapp"	0	3	2	0	4	0
"Iars"	2631	2928	1965	2907	2209	3132
"Iars2"	5761	6714	4245	6462	4827	6751
"Iba57"	425	521	346	641	494	618
"Ibsp"	0	0	0	0	0	0
"Ibtk"	3285	4248	2506	3988	3011	3958
"Ica1"	987	1469	796	1439	1017	1285
"Ica1l"	44	19	25	21	20	28
"Icam1"	681	594	509	443	382	325
"Icam2"	225	156	141	119	110	108
"Icam4"	11	4	3	5	4	4
"Icam5"	15	16	16	6	6	13
"Ice1"	1837	1968	1373	1979	1795	2149
"Ice2"	447	504	332	523	543	585
"Ick"	3203	4123	2530	4269	3250	4454
"Icmt"	3842	3725	2870	3531	3217	4029
"Icos"	10	25	22	16	16	11
"Icosl"	1140	1148	797	1003	753	891
"Ict1"	1088	1181	881	1151	1017	1605
"Id1"	5816	7411	4845	7358	5758	8049
"Id2"	1913	1675	1335	1250	1583	1507
"Id3"	3151	3334	2305	3068	2714	2968
"Id4"	2788	1944	2188	1936	2174	2232
"Ide"	4786	5123	4203	2124	2055	3122
"Idh1"	5430	6184	4163	6316	4323	6361
"Idh2"	6505	6126	4769	6115	4795	6977
"Idh3a"	8255	8493	5785	7926	5972	8657
"Idh3b"	8191	8126	5375	8483	6869	8964
"Idh3g"	6840	6589	4490	6252	5130	6780
"Idi1"	6807	7225	5473	6860	6083	8235
"Idi2"	104	9	57	2	206	69
"Idnk"	920	1004	658	1111	838	1035
"Ido1"	29	32	12	21	26	13
"Ido2"	1	1	2	4	7	3
"Ids"	2549	2348	1899	2271	2193	2646
"Idua"	449	412	357	473	476	502
"Ier2"	2952	4034	2691	3266	3022	3995
"Ier3"	874	745	663	477	645	645
"Ier3ip1"	2464	2786	1890	2648	2150	2741
"Ier5"	2171	2255	1656	1965	1484	2152
"Ier5l"	287	267	206	135	228	160
"Iffo1"	628	471	439	313	482	379
"Iffo2"	2071	2018	1587	1887	1508	2002
"Ifi202b"	39	12	22	1	17	26
"Ifi203"	418	392	248	330	366	259
"Ifi204"	218	206	152	148	142	128
"Ifi205"	89	60	43	65	41	50
"Ifi27"	2451	2005	1616	2456	1924	2610
"Ifi27l2a"	599	449	357	584	489	438
"Ifi27l2b"	1424	1707	1074	2164	1445	2213
"Ifi30"	5147	6367	4089	6043	4232	6018
"Ifi35"	1161	1110	851	1159	929	1274
"Ifi44"	55	28	19	69	46	33
"Ifi44l"	0	0	1	0	0	0
"Ifi47"	264	273	168	206	187	189
"Ifih1"	2399	3246	1869	3604	2419	3466
"Ifit1"	148	124	135	289	130	225
"Ifit1bl1"	5230	9193	4602	5242	3279	3889
"Ifit1bl2"	236	358	258	174	233	174
"Ifit2"	599	540	412	527	458	463
"Ifit3"	170	267	128	85	99	94
"Ifit3b"	96	102	68	103	87	104
"Ifitm1"	869	732	620	795	614	468
"Ifitm10"	14	2	8	5	9	16
"Ifitm2"	6068	5052	4438	4931	4312	4981
"Ifitm3"	5292	3878	3696	3548	3756	3566
"Ifitm5"	5	2	1	1	10	4
"Ifitm6"	47	20	21	34	22	17
"Ifitm7"	0	3	3	0	5	4
"Ifltd1"	2	1	0	0	0	0
"Ifna1"	0	0	0	0	0	0
"Ifna11"	0	0	0	0	0	0
"Ifna12"	0	0	0	0	0	0
"Ifna13"	0	0	0	0	0	0
"Ifna14"	0	0	0	0	0	0
"Ifna15"	0	0	0	0	0	0
"Ifna16"	0	0	0	0	0	0
"Ifna2"	0	0	0	0	0	0
"Ifna4"	0	0	0	0	0	0
"Ifna5"	0	0	0	0	0	0
"Ifna6"	0	0	0	0	0	0
"Ifna7"	0	0	0	0	0	0
"Ifna9"	0	0	0	0	0	0
"Ifnab"	0	0	0	0	0	0
"Ifnar1"	2563	2523	1744	2457	1931	2432
"Ifnar2"	1033	840	763	816	724	664
"Ifnb1"	0	0	0	0	0	0
"Ifne"	0	0	0	0	0	0
"Ifng"	0	2	0	1	1	0
"Ifngr1"	10084	13200	7999	14240	10871	14036
"Ifngr2"	5999	7832	4699	8009	6146	8521
"Ifnk"	1	0	0	0	0	1
"Ifnl2"	0	0	0	0	0	0
"Ifnl3"	0	0	0	0	0	0
"Ifnlr1"	727	846	524	755	640	896
"Ifnz"	4	0	1	0	0	1
"Ifrd1"	2928	3205	2242	2452	2428	2985
"Ifrd2"	1729	1842	1366	1727	1457	2145
"Ift122"	641	489	434	522	496	511
"Ift140"	795	884	599	968	725	906
"Ift172"	1096	1149	802	1285	1163	1230
"Ift20"	1498	1604	1093	1477	1288	1702
"Ift22"	560	467	358	524	374	496
"Ift27"	790	612	513	713	624	676
"Ift43"	998	981	662	1134	781	1084
"Ift46"	1267	1383	949	1530	1226	1561
"Ift52"	1227	1444	914	1633	1295	1674
"Ift57"	584	381	382	329	440	476
"Ift74"	650	659	538	603	616	654
"Ift80"	523	443	365	637	456	537
"Ift81"	522	449	314	396	369	389
"Ift88"	563	539	376	624	545	574
"Igbp1"	3109	3285	2193	3398	2738	3560
"Igbp1b"	0	0	0	0	0	0
"Igdcc3"	1	0	1	3	2	4
"Igdcc4"	824	785	517	797	525	721
"Igf1"	1478	1006	839	766	853	732
"Igf1r"	1828	1346	1380	1331	1378	1517
"Igf2"	951	655	596	428	599	521
"Igf2bp1"	10	33	9	18	17	35
"Igf2bp2"	739	1007	765	954	574	889
"Igf2bp3"	40	42	18	39	26	31
"Igf2os"	4	6	4	3	3	1
"Igf2r"	3944	3979	2591	4468	3588	4391
"Igfals"	23	32	14	26	24	37
"Igfbp1"	0	0	0	0	0	0
"Igfbp2"	3665	2188	2381	2406	2273	3337
"Igfbp3"	2904	1784	1941	1934	2319	1748
"Igfbp4"	13505	9994	10315	9534	9370	9053
"Igfbp5"	20489	13022	13296	10786	14293	13075
"Igfbp6"	3090	2020	1885	1432	1800	1763
"Igfbp7"	15240	10585	10393	10026	10343	10192
"Igfbpl1"	3	5	0	1	1	2
"Igfl3"	0	0	0	0	0	0
"Igflr1"	72	73	81	99	132	146
"Igfn1"	7	4	2	10	8	9
"Ighmbp2"	351	436	391	553	345	532
"Igip"	709	847	532	752	717	913
"Igll1"	0	0	0	0	0	0
"Iglon5"	383	246	268	241	300	291
"Igsf1"	28	10	14	1	8	19
"Igsf10"	1159	1020	705	1373	1136	1092
"Igsf11"	149	126	110	84	122	130
"Igsf21"	84	56	83	75	57	60
"Igsf23"	520	954	391	1073	636	1081
"Igsf3"	2469	2383	1712	2537	2036	2879
"Igsf5"	1483	2003	1232	1984	1292	1943
"Igsf6"	113	114	79	113	76	63
"Igsf8"	2115	2269	1732	2141	1573	2047
"Igsf9"	2102	2945	1846	3064	2212	3869
"Igsf9b"	190	169	101	186	118	210
"Igtp"	503	412	317	441	385	457
"Ihh"	2014	2882	1571	2945	2333	3191
"Iigp1"	398	374	229	272	306	280
"Ik"	5256	5279	3847	5198	4338	5502
"Ikbip"	1693	1574	1186	1433	1050	1414
"Ikbkap"	791	835	644	799	755	956
"Ikbkb"	2102	2477	1618	2342	2000	2522
"Ikbke"	1011	1237	777	1257	918	1223
"Ikbkg"	1738	2030	1311	2053	1648	2250
"Ikzf1"	303	282	168	230	156	127
"Ikzf2"	532	642	480	791	677	803
"Ikzf3"	59	73	31	116	10	9
"Ikzf4"	44	60	51	70	72	68
"Ikzf5"	1333	1289	913	1382	1090	1401
"Il10"	9	8	5	0	4	0
"Il10ra"	431	462	327	342	297	257
"Il10rb"	3268	4242	2595	4333	2938	4461
"Il11"	10	17	21	35	19	37
"Il11ra1"	1500	957	939	879	914	1031
"Il11ra2"	0	0	0	0	0	0
"Il12a"	1	15	6	5	4	7
"Il12b"	2	0	0	3	1	1
"Il12rb1"	15	12	8	10	4	2
"Il12rb2"	20	27	17	23	24	31
"Il13"	0	0	0	1	0	0
"Il13ra1"	5046	5572	3623	6142	4092	5704
"Il13ra2"	227	225	169	171	167	240
"Il15"	564	680	401	655	789	816
"Il15ra"	203	243	181	221	254	256
"Il16"	401	323	239	320	279	222
"Il17a"	0	0	0	0	0	0
"Il17b"	15	13	10	5	12	6
"Il17c"	2	0	1	0	1	0
"Il17d"	352	213	247	194	217	296
"Il17f"	1	5	0	0	5	4
"Il17ra"	858	1003	705	1041	820	896
"Il17rb"	52	41	27	54	51	41
"Il17rc"	3971	4898	3225	4199	2976	5082
"Il17rd"	990	952	672	999	705	783
"Il17re"	647	802	494	837	521	921
"Il18"	3703	4709	2663	5468	3395	5713
"Il18bp"	68	66	43	73	93	121
"Il18r1"	33	19	28	42	40	21
"Il18rap"	44	22	14	25	28	17
"Il19"	0	0	0	1	0	0
"Il1a"	30	17	25	3	5	11
"Il1b"	29	47	57	69	45	19
"Il1bos"	8	4	4	11	1	3
"Il1f10"	6	0	0	0	0	3
"Il1f5"	209	71	172	17	79	308
"Il1f6"	66	12	48	5	53	61
"Il1f8"	35	11	23	2	14	43
"Il1f9"	73	50	73	18	57	92
"Il1r1"	1306	1120	883	1459	990	1186
"Il1r2"	106	49	68	17	32	102
"Il1rap"	698	620	465	661	603	622
"Il1rapl1"	2	0	0	0	0	1
"Il1rapl2"	0	0	0	0	0	0
"Il1rl1"	124	118	91	73	85	66
"Il1rl2"	181	139	119	219	149	178
"Il1rn"	2648	3281	2125	3503	3528	4464
"Il2"	1	0	0	0	0	0
"Il20"	0	0	1	0	0	0
"Il20ra"	16	5	3	1	3	17
"Il20rb"	245	146	195	82	136	308
"Il21"	2	0	0	2	0	0
"Il21r"	159	176	96	136	50	82
"Il22"	0	0	0	0	0	0
"Il22ra1"	3558	4828	2784	4952	3840	5287
"Il22ra2"	170	256	44	160	63	61
"Il23a"	1	2	1	2	1	2
"Il23r"	0	0	1	0	5	0
"Il24"	0	0	0	0	0	0
"Il25"	1	0	0	1	1	0
"Il27"	0	1	0	0	0	1
"Il27ra"	36	24	7	39	24	18
"Il2ra"	50	47	31	27	33	25
"Il2rb"	73	70	30	70	42	33
"Il2rg"	354	258	170	239	171	136
"Il3"	0	0	0	0	0	0
"Il31"	0	0	0	0	0	0
"Il31ra"	1	4	1	0	2	7
"Il33"	560	443	336	494	398	414
"Il34"	599	614	461	702	649	572
"Il3ra"	337	255	201	216	221	256
"Il4"	0	0	2	0	2	0
"Il4i1"	3	3	1	2	2	1
"Il4ra"	1784	1794	1331	1629	1361	1417
"Il5"	3	0	0	0	2	1
"Il5ra"	16	29	16	32	22	36
"Il6"	1	2	0	2	4	0
"Il6ra"	608	598	420	556	518	577
"Il6st"	10617	7834	7338	6980	7167	7977
"Il7"	432	431	277	462	363	454
